Price,Close,High,Low,Open,Volume
Ticker,EURAUD=X,EURAUD=X,EURAUD=X,EURAUD=X,EURAUD=X
Date,,,,,
2020-03-19,1.8860100507736206,1.9736700057983398,1.8030400276184082,1.8867100477218628,0
2020-03-20,1.8552000522613525,1.8647600412368774,1.803570032119751,1.8541799783706665,0
2020-03-23,1.8584599494934082,1.8738700151443481,1.8434900045394897,1.8565700054168701,0
2020-03-24,1.83132004737854,1.8452399969100952,1.809559941291809,1.831570029258728,0
2020-03-25,1.80771005153656,1.8192299604415894,1.7847800254821777,1.8092999458312988,0
2020-03-26,1.843019962310791,1.8566700220108032,1.8131099939346313,1.8439099788665771,0
2020-03-27,1.817139983177185,1.8248800039291382,1.8024699687957764,1.8176000118255615,0
2020-03-30,1.801990032196045,1.810420036315918,1.7869499921798706,1.8046900033950806,0
2020-03-31,1.7878600358963013,1.808109998703003,1.7742500305175781,1.7887799739837646,0
2020-04-01,1.7963600158691406,1.811400055885315,1.77839994430542,1.7954000234603882,0
2020-04-02,1.7980799674987793,1.806130051612854,1.7880100011825562,1.7986799478530884,0
2020-04-03,1.7887799739837646,1.805649995803833,1.784999966621399,1.7867300510406494,0
2020-04-06,1.8025000095367432,1.8024499416351318,1.7682700157165527,1.8021999597549438,0
2020-04-07,1.7654199600219727,1.7702200412750244,1.75518000125885,1.7653499841690063,0
2020-04-08,1.7707600593566895,1.7755099534988403,1.7424999475479126,1.7698500156402588,0
2020-04-09,1.7418400049209595,1.7501599788665771,1.7317999601364136,1.7421599626541138,0
2020-04-10,1.7250699996948242,1.7296299934387207,1.71766996383667,1.7245399951934814,0
2020-04-13,1.7255200147628784,1.726539969444275,1.7078800201416016,1.7242000102996826,0
2020-04-14,1.705899953842163,1.7157200574874878,1.7003200054168701,1.7063100337982178,0
2020-04-15,1.7071599960327148,1.7300100326538086,1.7066999673843384,1.7069200277328491,0
2020-04-16,1.7280000448226929,1.7347400188446045,1.7184799909591675,1.7281299829483032,0
2020-04-17,1.70756995677948,1.7164850234985352,1.703660011291504,1.7069000005722046,0
2020-04-20,1.7138299942016602,1.7136800289154053,1.70169997215271,1.7136800289154053,0
2020-04-21,1.7116999626159668,1.7321100234985352,1.711650013923645,1.711650013923645,0
2020-04-22,1.724869966506958,1.7273099422454834,1.7111400365829468,1.724120020866394,0
2020-04-23,1.715939998626709,1.7182999849319458,1.6902899742126465,1.7158000469207764,0
2020-04-24,1.6895400285720825,1.6976300477981567,1.6875200271606445,1.6893399953842163,0
2020-04-27,1.691390037536621,1.6917099952697754,1.6756199598312378,1.6915299892425537,0
2020-04-28,1.6783599853515625,1.6819299459457397,1.6673699617385864,1.6779299974441528,0
2020-04-29,1.6659300327301025,1.6679099798202515,1.6582399606704712,1.6656999588012695,0
2020-04-30,1.659250020980835,1.6772899627685547,1.6536999940872192,1.6598000526428223,0
2020-05-01,1.6849499940872192,1.7131799459457397,1.6847699880599976,1.6847699880599976,0
2020-05-04,1.7185399532318115,1.71806001663208,1.7008999586105347,1.7177499532699585,0
2020-05-05,1.6967099905014038,1.69622004032135,1.6790000200271606,1.69622004032135,0
2020-05-06,1.684730052947998,1.6878000497817993,1.6765899658203125,1.6848599910736084,0
2020-05-07,1.6895099878311157,1.6879500150680542,1.6612000465393066,1.6876699924468994,0
2020-05-08,1.6663099527359009,1.6672699451446533,1.6574599742889404,1.6661200523376465,0
2020-05-11,1.6580300331115723,1.6727299690246582,1.6534500122070312,1.6580400466918945,0
2020-05-12,1.6671700477600098,1.6769599914550781,1.6612999439239502,1.6665899753570557,0
2020-05-13,1.6802200078964233,1.6808199882507324,1.666599988937378,1.6796499490737915,0
2020-05-14,1.6759999990463257,1.683609962463379,1.6748499870300293,1.6773099899291992,0
2020-05-15,1.669700026512146,1.6889699697494507,1.6692999601364136,1.6697399616241455,0
2020-05-18,1.683650016784668,1.6851999759674072,1.6691999435424805,1.6828999519348145,0
2020-05-19,1.6728800535202026,1.6769599914550781,1.6646300554275513,1.6728399991989136,0
2020-05-20,1.670300006866455,1.6757999658584595,1.6615999937057495,1.6699600219726562,0
2020-05-21,1.665560007095337,1.673200011253357,1.6650999784469604,1.665910005569458,0
2020-05-22,1.6674599647521973,1.6762700080871582,1.666100025177002,1.6669600009918213,0
2020-05-25,1.666290044784546,1.6701699495315552,1.6634000539779663,1.6660200357437134,0
2020-05-26,1.664870023727417,1.665619969367981,1.6484999656677246,1.6644799709320068,0
2020-05-27,1.6512999534606934,1.6712700128555298,1.6455999612808228,1.6517499685287476,0
2020-05-28,1.6638799905776978,1.6704699993133545,1.658769965171814,1.6637599468231201,0
2020-05-29,1.669600009918213,1.6767799854278564,1.666200041770935,1.669909954071045,0
2020-06-01,1.6692299842834473,1.6689900159835815,1.6393500566482544,1.6689399480819702,0
2020-06-02,1.6398600339889526,1.6415799856185913,1.622230052947998,1.6388299465179443,0
2020-06-03,1.617799997329712,1.631100058555603,1.6033899784088135,1.6173800230026245,0
2020-06-04,1.6215399503707886,1.6312600374221802,1.6212999820709229,1.6215399503707886,0
2020-06-05,1.6334799528121948,1.6351799964904785,1.6168999671936035,1.6337100267410278,0
2020-06-08,1.6163699626922607,1.6223000288009644,1.6133999824523926,1.618090033531189,0
2020-06-09,1.6093499660491943,1.6320899724960327,1.6067999601364136,1.6096800565719604,0
2020-06-10,1.6324000358581543,1.6347800493240356,1.6196999549865723,1.633039951324463,0
2020-06-11,1.6310299634933472,1.6529099941253662,1.6288299560546875,1.6315399408340454,0
2020-06-12,1.652400016784668,1.658270001411438,1.6380499601364136,1.6521999835968018,0
2020-06-15,1.6485099792480469,1.657080054283142,1.6423799991607666,1.6477899551391602,0
2020-06-16,1.6292400360107422,1.6425299644470215,1.6250300407409668,1.628640055656433,0
2020-06-17,1.6338200569152832,1.6425000429153442,1.6224900484085083,1.633810043334961,0
2020-06-18,1.635040044784546,1.6416499614715576,1.6311700344085693,1.634529948234558,0
2020-06-19,1.6339999437332153,1.6369400024414062,1.6260000467300415,1.6343499422073364,0
2020-06-22,1.6381299495697021,1.6389299631118774,1.6278799772262573,1.638409972190857,0
2020-06-23,1.6271400451660156,1.6371699571609497,1.6245299577713013,1.6274900436401367,0
2020-06-24,1.6298999786376953,1.6412299871444702,1.6261999607086182,1.6291199922561646,0
2020-06-25,1.6407400369644165,1.6410399675369263,1.6297999620437622,1.6403299570083618,0
2020-06-26,1.6285400390625,1.6368600130081177,1.6275919675827026,1.6286699771881104,0
2020-06-29,1.635200023651123,1.6442999839782715,1.6326940059661865,1.6355299949645996,0
2020-06-30,1.6366499662399292,1.6401499509811401,1.6288399696350098,1.636989951133728,0
2020-07-01,1.627940058708191,1.6295900344848633,1.6213500499725342,1.6276600360870361,0
2020-07-02,1.6275999546051025,1.6304999589920044,1.6222800016403198,1.6275899410247803,0
2020-07-03,1.6239800453186035,1.6249099969863892,1.6171000003814697,1.62391996383667,0
2020-07-06,1.6186000108718872,1.6251599788665771,1.6177899837493896,1.6188199520111084,0
2020-07-07,1.621399998664856,1.6279900074005127,1.6174499988555908,1.622439980506897,0
2020-07-08,1.6240299940109253,1.6278599500656128,1.6227799654006958,1.6246999502182007,0
2020-07-09,1.6223000288009644,1.6271300315856934,1.6200000047683716,1.622979998588562,0
2020-07-10,1.6220699548721313,1.6273800134658813,1.6210999488830566,1.6211999654769897,0
2020-07-13,1.6271699666976929,1.6284899711608887,1.6222000122070312,1.6274700164794922,0
2020-07-14,1.6353349685668945,1.6400200128555298,1.631700038909912,1.6355500221252441,0
2020-07-15,1.6330300569534302,1.6342699527740479,1.6257699728012085,1.632200002670288,0
2020-07-16,1.628499984741211,1.6347299814224243,1.6291999816894531,1.629390001296997,0
2020-07-17,1.6318999528884888,1.6386699676513672,1.6282999515533447,1.632154941558838,0
2020-07-20,1.6336899995803833,1.6403199434280396,1.6294000148773193,1.6334999799728394,0
2020-07-21,1.6313300132751465,1.6323399543762207,1.611780047416687,1.6309800148010254,0
2020-07-22,1.6163300275802612,1.6233700513839722,1.6098999977111816,1.615440011024475,0
2020-07-23,1.6200599670410156,1.629930019378662,1.618299961090088,1.620110034942627,0
2020-07-24,1.6327999830245972,1.6410399675369263,1.6302000284194946,1.6332900524139404,0
2020-07-27,1.641469955444336,1.6497000455856323,1.6392799615859985,1.6416599750518799,0
2020-07-28,1.6438000202178955,1.6462600231170654,1.6359699964523315,1.6438299417495728,0
2020-07-29,1.6369999647140503,1.6436699628829956,1.6340299844741821,1.6366000175476074,0
2020-07-30,1.6429699659347534,1.654539942741394,1.639299988746643,1.6427799463272095,0
2020-07-31,1.6479899883270264,1.6528300046920776,1.6451499462127686,1.6484099626541138,0
2020-08-03,1.648460030555725,1.6557199954986572,1.6469999551773071,1.6476999521255493,0
2020-08-04,1.6520999670028687,1.6539599895477295,1.6435699462890625,1.652400016784668,0
2020-08-05,1.6463199853897095,1.6488499641418457,1.6407699584960938,1.6461199522018433,0
2020-08-06,1.6491899490356445,1.6518499851226807,1.639050006866455,1.6486999988555908,0
2020-08-07,1.6420799493789673,1.6443599462509155,1.638800024986267,1.642359972000122,0
2020-08-10,1.6461299657821655,1.6469600200653076,1.6400500535964966,1.6460100412368774,0
2020-08-11,1.6405600309371948,1.6447499990463257,1.6353000402450562,1.6403299570083618,0
2020-08-12,1.6424299478530884,1.6517000198364258,1.6419999599456787,1.6426199674606323,0
2020-08-13,1.6465189456939697,1.6534600257873535,1.6430000066757202,1.6457600593566895,0
2020-08-14,1.6528899669647217,1.6548899412155151,1.6493500471115112,1.6529899835586548,0
2020-08-17,1.6477999687194824,1.652690052986145,1.643779993057251,1.647670030593872,0
2020-08-18,1.6454999446868896,1.6528500318527222,1.6439000368118286,1.6458200216293335,0
2020-08-19,1.6467700004577637,1.6494699716567993,1.6411999464035034,1.6470099687576294,0
2020-08-20,1.6479389667510986,1.6549700498580933,1.6466000080108643,1.648110032081604,0
2020-08-21,1.6472300291061401,1.6505199670791626,1.6413999795913696,1.6473000049591064,0
2020-08-24,1.6473300457000732,1.6480180025100708,1.6438100337982178,1.6476000547409058,0
2020-08-25,1.6451499462127686,1.651729941368103,1.643399953842163,1.6450899839401245,0
2020-08-26,1.6437900066375732,1.6441700458526611,1.6348999738693237,1.643880009651184,0
2020-08-27,1.6341300010681152,1.6362199783325195,1.628190040588379,1.6342699527740479,0
2020-08-28,1.6258100271224976,1.6294599771499634,1.617419958114624,1.6259900331497192,0
2020-08-31,1.6166199445724487,1.6222800016403198,1.6153000593185425,1.6167099475860596,0
2020-09-01,1.6176999807357788,1.6246700286865234,1.6159000396728516,1.6174399852752686,0
2020-09-02,1.615839958190918,1.6209800243377686,1.613800048828125,1.6162199974060059,0
2020-09-03,1.6158499717712402,1.6269199848175049,1.6134999990463257,1.61627995967865,0
2020-09-04,1.6324199438095093,1.6324900388717651,1.6246000528335571,1.6315499544143677,0
2020-09-07,1.6249300241470337,1.6271400451660156,1.6224100589752197,1.6255199909210205,0
2020-09-08,1.623289942741394,1.6310299634933472,1.617900013923645,1.6233700513839722,0
2020-09-09,1.6321799755096436,1.6325900554656982,1.6230000257492065,1.632290005683899,0
2020-09-10,1.622130036354065,1.6308200359344482,1.62214994430542,1.62214994430542,0
2020-09-11,1.628290057182312,1.629040002822876,1.6233999729156494,1.6278899908065796,0
2020-09-14,1.6259700059890747,1.633370041847229,1.6251499652862549,1.625849962234497,0
2020-09-15,1.6288000345230103,1.6325099468231201,1.6174999475479126,1.6296099424362183,0
2020-09-16,1.6231399774551392,1.623170018196106,1.6125999689102173,1.623129963874817,0
2020-09-17,1.6177599430084229,1.6228899955749512,1.6130000352859497,1.6176400184631348,0
2020-09-18,1.6200400590896606,1.625,1.617300033569336,1.6195100545883179,0
2020-09-21,1.6240400075912476,1.6300100088119507,1.6193000078201294,1.6239500045776367,0
2020-09-22,1.6272000074386597,1.6341700553894043,1.6256599426269531,1.6271100044250488,0
2020-09-23,1.6318700313568115,1.6460000276565552,1.631600022315979,1.6318199634552002,0
2020-09-24,1.6491899490356445,1.6588499546051025,1.6491400003433228,1.649440050125122,0
2020-09-25,1.6544500589370728,1.6577399969100952,1.6476999521255493,1.6541999578475952,0
2020-09-28,1.6520999670028687,1.6546800136566162,1.6474000215530396,1.6521600484848022,0
2020-09-29,1.6458499431610107,1.6493099927902222,1.6401000022888184,1.6462500095367432,0
2020-09-30,1.6436400413513184,1.6511600017547607,1.6355199813842773,1.6431900262832642,0
2020-10-01,1.6354000568389893,1.6376700401306152,1.6315900087356567,1.635640025138855,0
2020-10-02,1.6353399753570557,1.6419999599456787,1.6342999935150146,1.6352800130844116,0
2020-10-05,1.6334199905395508,1.6414899826049805,1.6305999755859375,1.6335400342941284,0
2020-10-06,1.638800024986267,1.6487699747085571,1.6365100145339966,1.638800024986267,0
2020-10-07,1.6507200002670288,1.652340054512024,1.6460000276565552,1.6507099866867065,0
2020-10-08,1.648300051689148,1.6507999897003174,1.6390000581741333,1.6486999988555908,0
2020-10-09,1.6394000053405762,1.6421500444412231,1.632599949836731,1.639870047569275,0
2020-10-12,1.63510000705719,1.6386899948120117,1.6334400177001953,1.6353600025177002,0
2020-10-13,1.6385200023651123,1.6457699537277222,1.6368999481201172,1.6386300325393677,0
2020-10-14,1.6389000415802002,1.6403900384902954,1.6337900161743164,1.6388599872589111,0
2020-10-15,1.6443699598312378,1.656599998474121,1.6443899869918823,1.644569993019104,0
2020-10-16,1.6515100002288818,1.6584099531173706,1.6510000228881836,1.651520013809204,0
2020-10-19,1.6514099836349487,1.6629600524902344,1.648569941520691,1.6513500213623047,0
2020-10-20,1.6684800386428833,1.6826599836349487,1.6677000522613525,1.6682499647140503,0
2020-10-21,1.677899956703186,1.6777499914169312,1.6663000583648682,1.6777000427246094,0
2020-10-22,1.6680599451065063,1.6710000038146973,1.6628999710083008,1.6681100130081177,0
2020-10-23,1.6579099893569946,1.6664899587631226,1.655500054359436,1.6575599908828735,0
2020-10-26,1.6612199544906616,1.665719985961914,1.6537100076675415,1.6613500118255615,0
2020-10-27,1.6592700481414795,1.6604299545288086,1.655400037765503,1.6582000255584717,0
2020-10-28,1.6538900136947632,1.6659599542617798,1.645900011062622,1.6544500589370728,0
2020-10-29,1.6651500463485718,1.668529987335205,1.6583000421524048,1.6648999452590942,0
2020-10-30,1.659369945526123,1.6639800071716309,1.6529899835586548,1.6586999893188477,0
2020-11-02,1.6610699892044067,1.6632200479507446,1.6494499444961548,1.6608099937438965,0
2020-11-03,1.6502399444580078,1.6574900150299072,1.6354999542236328,1.649999976158142,0
2020-11-04,1.6341999769210815,1.6501799821853638,1.629930019378662,1.6346100568771362,0
2020-11-05,1.6338499784469604,1.6390399932861328,1.625100016593933,1.6347099542617798,0
2020-11-06,1.627020001411438,1.6371699571609497,1.6244200468063354,1.6266900300979614,0
2020-11-09,1.6320300102233887,1.6348199844360352,1.6207599639892578,1.6318000555038452,0
2020-11-10,1.6243200302124023,1.6281499862670898,1.6187599897384644,1.6245399713516235,0
2020-11-11,1.623039960861206,1.623810052871704,1.614400029182434,1.622789978981018,0
2020-11-12,1.617069959640503,1.627619981765747,1.6155999898910522,1.617210030555725,0
2020-11-13,1.6301000118255615,1.6342400312423706,1.6275899410247803,1.6301599740982056,0
2020-11-16,1.6245800256729126,1.627210021018982,1.6162400245666504,1.6252000331878662,0
2020-11-17,1.6199899911880493,1.6278899908065796,1.6175999641418457,1.6202600002288818,0
2020-11-18,1.625980019569397,1.6302800178527832,1.6191999912261963,1.6259900331497192,0
2020-11-19,1.622630000114441,1.6303600072860718,1.6221699714660645,1.6232199668884277,0
2020-11-20,1.632390022277832,1.6319999694824219,1.6207200288772583,1.6319999694824219,0
2020-11-23,1.6219899654388428,1.626579999923706,1.6191500425338745,1.6224499940872192,0
2020-11-24,1.6232999563217163,1.6235599517822266,1.6123499870300293,1.6231900453567505,0
2020-11-25,1.615049958229065,1.6244699954986572,1.613700032234192,1.6150599718093872,0
2020-11-26,1.618090033531189,1.621482014656067,1.6153000593185425,1.6183099746704102,0
2020-11-27,1.6189199686050415,1.6198699474334717,1.614549994468689,1.6190500259399414,0
2020-11-30,1.6175700426101685,1.6276600360870361,1.616320013999939,1.6172200441360474,0
2020-12-01,1.6225500106811523,1.6373900175094604,1.6217000484466553,1.6220200061798096,0
2020-12-02,1.6354399919509888,1.6418800354003906,1.631700038909912,1.6354399919509888,0
2020-12-03,1.6338399648666382,1.6370899677276611,1.6301699876785278,1.633810043334961,0
2020-12-04,1.6327600479125977,1.640720009803772,1.6315499544143677,1.6326500177383423,0
2020-12-07,1.6309499740600586,1.6398500204086304,1.6287399530410767,1.6309599876403809,0
2020-12-08,1.6329200267791748,1.6362600326538086,1.6303999423980713,1.6327099800109863,0
2020-12-09,1.6339000463485718,1.6342469453811646,1.6178799867630005,1.6338000297546387,0
2020-12-10,1.624559998512268,1.6247999668121338,1.6111600399017334,1.6245499849319458,0
2020-12-11,1.6138399839401245,1.6140400171279907,1.6042799949645996,1.6140400171279907,0
2020-12-14,1.6067500114440918,1.6116700172424316,1.604640007019043,1.6069300174713135,0
2020-12-15,1.6117759943008423,1.6179100275039673,1.6089199781417847,1.612220048904419,0
2020-12-16,1.6085599660873413,1.6144100427627563,1.6064690351486206,1.608199954032898,0
2020-12-17,1.610700011253357,1.6116000413894653,1.6008299589157104,1.6109800338745117,0
2020-12-18,1.6101700067520142,1.614359974861145,1.6055999994277954,1.6104199886322021,0
2020-12-21,1.6099599599838257,1.6254299879074097,1.6076600551605225,1.609089970588684,0
2020-12-22,1.6151100397109985,1.6230700016021729,1.6140999794006348,1.6150000095367432,0
2020-12-23,1.6137100458145142,1.6161400079727173,1.6071900129318237,1.6139600276947021,0
2020-12-24,1.6084599494934082,1.6100499629974365,1.6023999452590942,1.6083999872207642,0
2020-12-25,1.600160002708435,1.6077200174331665,1.5903500318527222,1.6013699769973755,0
2020-12-28,1.6032899618148804,1.6151299476623535,1.6024800539016724,1.603219985961914,0
2020-12-29,1.6102900505065918,1.6131800413131714,1.6066299676895142,1.610219955444336,0
2020-12-30,1.610069990158081,1.611199975013733,1.59853994846344,1.609820008277893,0
2020-12-31,1.59961998462677,1.59961998462677,1.583050012588501,1.5994700193405151,0
2021-01-01,1.548930048942566,1.5752309560775757,1.3029999732971191,1.548930048942566,0
2021-01-04,1.5883300304412842,1.60030996799469,1.5862799882888794,1.5882699489593506,0
2021-01-05,1.597350001335144,1.598639965057373,1.5855499505996704,1.5974500179290771,0
2021-01-06,1.5840200185775757,1.5876699686050415,1.5780500173568726,1.5842599868774414,0
2021-01-07,1.5779999494552612,1.5864499807357788,1.5785000324249268,1.5785800218582153,0
2021-01-08,1.5792800188064575,1.5810799598693848,1.5729999542236328,1.5794399976730347,0
2021-01-11,1.5791000127792358,1.583050012588501,1.574970006942749,1.577839970588684,0
2021-01-12,1.577739953994751,1.5792100429534912,1.5715999603271484,1.5776499509811401,0
2021-01-13,1.5704150199890137,1.5744400024414062,1.5692800283432007,1.5700000524520874,0
2021-01-14,1.569599986076355,1.5707199573516846,1.559880018234253,1.5699000358581543,0
2021-01-15,1.5626499652862549,1.5731699466705322,1.5609999895095825,1.562690019607544,0
2021-01-18,1.5694299936294556,1.5750199556350708,1.5683200359344482,1.570039987564087,0
2021-01-19,1.5715099573135376,1.5751500129699707,1.5672199726104736,1.5715099573135376,0
2021-01-20,1.5739599466323853,1.5757499933242798,1.5602699518203735,1.5739500522613525,0
2021-01-21,1.5620399713516235,1.5667400360107422,1.559399962425232,1.562209963798523,0
2021-01-22,1.567430019378662,1.5802299976348877,1.5666999816894531,1.567370057106018,0
2021-01-25,1.5770900249481201,1.577679991722107,1.5709500312805176,1.5770200490951538,0
2021-01-26,1.5734000205993652,1.5793499946594238,1.5692600011825562,1.5740400552749634,0
2021-01-27,1.568600058555603,1.5768500566482544,1.568019986152649,1.5687400102615356,0
2021-01-28,1.5822399854660034,1.5946199893951416,1.5792800188064575,1.5819100141525269,0
2021-01-29,1.5801899433135986,1.586549997329712,1.5776699781417847,1.579859972000122,0
2021-02-01,1.5909299850463867,1.590649962425232,1.5817699432373047,1.590649962425232,0
2021-02-02,1.580680012702942,1.589400053024292,1.5771000385284424,1.5808700323104858,0
2021-02-03,1.5823099613189697,1.5836399793624878,1.5764000415802002,1.5821399688720703,0
2021-02-04,1.57669997215271,1.5781999826431274,1.5706700086593628,1.576930046081543,0
2021-02-05,1.5742000341415405,1.5762200355529785,1.5701899528503418,1.5743399858474731,0
2021-02-08,1.568910002708435,1.5716099739074707,1.5618799924850464,1.5690499544143677,0
2021-02-09,1.563480019569397,1.5686500072479248,1.5621000528335571,1.5639400482177734,0
2021-02-10,1.5653599500656128,1.570389986038208,1.5644999742507935,1.5652300119400024,0
2021-02-11,1.5686299800872803,1.5706199407577515,1.5625,1.5688400268554688,0
2021-02-12,1.5649900436401367,1.5682899951934814,1.5619399547576904,1.564810037612915,0
2021-02-15,1.5611599683761597,1.5616400241851807,1.5577000379562378,1.5610699653625488,0
2021-02-16,1.5582139492034912,1.5629299879074097,1.5556999444961548,1.5582799911499023,0
2021-02-17,1.5627000331878662,1.5627299547195435,1.5543099641799927,1.5625900030136108,0
2021-02-18,1.5524499416351318,1.5604100227355957,1.5507899522781372,1.5526399612426758,0
2021-02-19,1.556399941444397,1.5575499534606934,1.5410000085830688,1.5565099716186523,0
2021-02-22,1.53711998462677,1.5409899950027466,1.5341999530792236,1.5378899574279785,0
2021-02-23,1.5369499921798706,1.5398199558258057,1.5345300436019897,1.5368900299072266,0
2021-02-24,1.5364500284194946,1.537410020828247,1.5293999910354614,1.5363999605178833,0
2021-02-25,1.5270999670028687,1.5379600524902344,1.525320053100586,1.525920033454895,0
2021-02-26,1.5453399419784546,1.568910002708435,1.5453599691390991,1.5458500385284424,0
2021-03-01,1.559309959411621,1.5616400241851807,1.5479199886322021,1.5593940019607544,0
2021-03-02,1.5501600503921509,1.5529600381851196,1.5406999588012695,1.5501699447631836,0
2021-03-03,1.5443300008773804,1.5509699583053589,1.5423099994659424,1.5445200204849243,0
2021-03-04,1.5525000095367432,1.5533000230789185,1.542490005493164,1.5533000230789185,0
2021-03-05,1.5509899854660034,1.5607999563217163,1.5479199886322021,1.550950050354004,0
2021-03-08,1.546839952468872,1.553920030593872,1.5443099737167358,1.546970009803772,0
2021-03-09,1.5477900505065918,1.5528199672698975,1.5427000522613525,1.5477499961853027,0
2021-03-10,1.541890025138855,1.5476100444793701,1.5392999649047852,1.542009949684143,0
2021-03-11,1.5426000356674194,1.5430400371551514,1.535390019416809,1.5423699617385864,0
2021-03-12,1.5387500524520874,1.5420500040054321,1.5363999605178833,1.5388699769973755,0
2021-03-15,1.539330005645752,1.5456899404525757,1.537410020828247,1.5393099784851074,0
